1,3,0,0,87,86,7.1898e+08,1,1
1,3,1,4,72,14,7.1898e+08,1,1
1,3,2,6,57,68,7.1898e+08,1,1
1,3,3,1,42,50,7.1898e+08,1,1
1,3,4,9,42,50,7.1898e+08,1,1
1,3,5,7,9,50,7.1898e+08,1,1
1,3,6,9,23,50,7.1898e+08,1,1
1,3,7,1,90,50,7.1898e+08,1,1
1,3,8,6,58,68,7.1898e+08,1,1
1,3,9,0,90,86,7.1898e+08,1,1
1,3,10,5,88,86,7.1898e+08,1,1
1,3,11,3,89,86,7.1898e+08,1,1
1,3,12,4,64,14,7.1898e+08,1,1
1,3,13,2,11,14,7.1898e+08,1,1
1,3,14,9,30,50,7.1898e+08,1,1
1,3,15,1,89,50,7.1898e+08,1,1
1,3,16,0,93,86,7.1898e+08,1,1
1,3,17,9,31,50,7.1898e+08,1,1
1,3,18,7,6,50,7.1898e+08,1,1
1,3,19,7,6,50,7.1898e+08,1,1
1,3,20,4,33,14,7.1898e+08,1,1
1,3,21,0,93,86,7.1898e+08,1,1
1,3,22,7,24,50,7.1898e+08,1,1
1,3,23,6,28,68,7.1898e+08,1,1
1,3,24,8,86,86,7.1898e+08,1,1
1,3,25,8,85,86,7.1898e+08,1,1
1,3,26,1,92,50,7.1898e+08,1,1
1,3,27,3,87,86,7.1898e+08,1,1
1,3,28,5,93,86,7.1898e+08,1,1
1,3,29,2,23,14,7.1898e+08,1,1
1,3,30,8,87,86,7.1898e+08,1,1
1,3,31,4,70,14,7.1898e+08,1,1
1,3,32,3,87,86,7.1898e+08,1,1
1,3,33,2,21,14,7.1898e+08,1,1
1,3,34,2,23,14,7.1898e+08,1,1
1,3,35,5,92,86,7.1898e+08,1,1
1,3,36,3,91,86,7.1898e+08,1,1
1,3,37,6,30,68,7.1898e+08,1,1
1,3,38,8,92,86,7.1898e+08,1,1
1,3,39,5,90,86,7.1898e+08,1,1
2,3,0,3,80,86,1.978e+09,1,1
2,3,1,9,20,50,1.978e+09,1,1
2,3,2,0,86,86,1.978e+09,1,1
2,3,3,8,83,86,1.978e+09,1,1
2,3,4,0,81,86,1.978e+09,1,1
2,3,5,8,83,86,1.978e+09,1,1
2,3,6,1,30,50,1.978e+09,1,1
2,3,7,0,84,86,1.978e+09,1,1
2,3,8,7,31,50,1.978e+09,1,1
2,3,9,0,89,86,1.978e+09,1,1
2,3,10,5,23,86,1.978e+09,1,1
2,3,11,9,27,50,1.978e+09,1,1
2,3,12,5,35,86,1.978e+09,1,1
2,3,13,7,73,50,1.978e+09,1,1
2,3,14,9,30,50,1.978e+09,1,1
2,3,15,4,36,14,1.978e+09,1,1
2,3,16,7,34,50,1.978e+09,1,1
2,3,17,6,32,68,1.978e+09,1,1
2,3,18,1,32,50,1.978e+09,1,1
2,3,19,8,85,86,1.978e+09,1,1
2,3,20,5,30,86,1.978e+09,1,1
2,3,21,4,34,14,1.978e+09,1,1
2,3,22,6,36,68,1.978e+09,1,1
2,3,23,7,33,50,1.978e+09,1,1
2,3,24,8,80,86,1.978e+09,1,1
2,3,25,1,34,50,1.978e+09,1,1
2,3,26,5,39,86,1.978e+09,1,1
2,3,27,1,36,50,1.978e+09,1,1
2,3,28,2,36,14,1.978e+09,1,1
2,3,29,2,34,14,1.978e+09,1,1
2,3,30,3,84,86,1.978e+09,1,1
2,3,31,9,30,50,1.978e+09,1,1
2,3,32,3,79,86,1.978e+09,1,1
2,3,33,4,30,14,1.978e+09,1,1
2,3,34,3,39,86,1.978e+09,1,1
2,3,35,4,30,14,1.978e+09,1,1
2,3,36,2,40,14,1.978e+09,1,1
2,3,37,2,35,14,1.978e+09,1,1
2,3,38,6,67,68,1.978e+09,1,1
2,3,39,6,71,68,1.978e+09,1,1
3,3,0,2,40,14,3.0431e+09,1,1
3,3,1,4,30,14,3.0431e+09,1,1
3,3,2,6,12,68,3.0431e+09,1,1
3,3,3,5,94,86,3.0431e+09,1,1
3,3,4,9,36,50,3.0431e+09,1,1
3,3,5,8,84,86,3.0431e+09,1,1
3,3,6,7,25,50,3.0431e+09,1,1
3,3,7,1,44,50,3.0431e+09,1,1
3,3,8,0,90,86,3.0431e+09,1,1
3,3,9,6,21,68,3.0431e+09,1,1
3,3,10,0,88,86,3.0431e+09,1,1
3,3,11,1,18,50,3.0431e+09,1,1
3,3,12,3,93,86,3.0431e+09,1,1
3,3,13,7,29,50,3.0431e+09,1,1
3,3,14,4,48,14,3.0431e+09,1,1
3,3,15,5,95,86,3.0431e+09,1,1
3,3,16,1,29,50,3.0431e+09,1,1
3,3,17,6,16,68,3.0431e+09,1,1
3,3,18,0,96,86,3.0431e+09,1,1
3,3,19,9,38,50,3.0431e+09,1,1
3,3,20,9,41,50,3.0431e+09,1,1
3,3,21,7,53,50,3.0431e+09,1,1
3,3,22,2,40,14,3.0431e+09,1,1
3,3,23,8,87,86,3.0431e+09,1,1
3,3,24,7,34,50,3.0431e+09,1,1
3,3,25,1,39,50,3.0431e+09,1,1
3,3,26,2,21,14,3.0431e+09,1,1
3,3,27,3,81,86,3.0431e+09,1,1
3,3,28,5,96,86,3.0431e+09,1,1
3,3,29,8,89,86,3.0431e+09,1,1
3,3,30,4,52,14,3.0431e+09,1,1
3,3,31,0,84,86,3.0431e+09,1,1
3,3,32,5,91,86,3.0431e+09,1,1
3,3,33,2,40,14,3.0431e+09,1,1
3,3,34,9,89,50,3.0431e+09,1,1
3,3,35,3,93,86,3.0431e+09,1,1
3,3,36,4,36,14,3.0431e+09,1,1
3,3,37,6,24,68,3.0431e+09,1,1
3,3,38,3,95,86,3.0431e+09,1,1
3,3,39,8,86,86,3.0431e+09,1,1
4,3,0,4,45,14,4.515e+08,1,1
4,3,1,2,29,14,4.515e+08,1,1
4,3,2,9,17,50,4.515e+08,1,1
4,3,3,3,55,86,4.515e+08,1,1
4,3,4,4,54,14,4.515e+08,1,1
4,3,5,5,91,86,4.515e+08,1,1
4,3,6,1,75,50,4.515e+08,1,1
4,3,7,3,84,86,4.515e+08,1,1
4,3,8,0,98,86,4.515e+08,1,1
4,3,9,2,42,14,4.515e+08,1,1
4,3,10,5,100,86,4.515e+08,1,1
4,3,11,9,44,50,4.515e+08,1,1
4,3,12,8,92,86,4.515e+08,1,1
4,3,13,8,92,86,4.515e+08,1,1
4,3,14,7,50,50,4.515e+08,1,1
4,3,15,4,59,14,4.515e+08,1,1
4,3,16,0,94,86,4.515e+08,1,1
4,3,17,7,58,50,4.515e+08,1,1
4,3,18,0,87,86,4.515e+08,1,1
4,3,19,6,51,68,4.515e+08,1,1
4,3,20,5,95,86,4.515e+08,1,1
4,3,21,9,30,50,4.515e+08,1,1
4,3,22,7,55,50,4.515e+08,1,1
4,3,23,0,94,86,4.515e+08,1,1
4,3,24,6,57,68,4.515e+08,1,1
4,3,25,6,58,68,4.515e+08,1,1
4,3,26,7,49,50,4.515e+08,1,1
4,3,27,1,68,50,4.515e+08,1,1
4,3,28,3,78,86,4.515e+08,1,1
4,3,29,8,95,86,4.515e+08,1,1
4,3,30,8,97,86,4.515e+08,1,1
4,3,31,4,66,14,4.515e+08,1,1
4,3,32,1,73,50,4.515e+08,1,1
4,3,33,5,100,86,4.515e+08,1,1
4,3,34,2,42,14,4.515e+08,1,1
4,3,35,3,68,86,4.515e+08,1,1
4,3,36,8,81,86,4.515e+08,1,1
4,3,37,1,68,50,4.515e+08,1,1
4,3,38,9,29,50,4.515e+08,1,1
4,3,39,6,59,68,4.515e+08,1,1
5,3,0,0,82,86,6.1065e+09,1,1
5,3,1,8,90,86,6.1065e+09,1,1
5,3,2,5,87,86,6.1065e+09,1,1
5,3,3,7,60,50,6.1065e+09,1,1
5,3,4,7,60,50,6.1065e+09,1,1
5,3,5,6,75,68,6.1065e+09,1,1
5,3,6,0,92,86,6.1065e+09,1,1
5,3,7,3,91,86,6.1065e+09,1,1
5,3,8,4,21,14,6.1065e+09,1,1
5,3,9,8,78,86,6.1065e+09,1,1
5,3,10,1,14,50,6.1065e+09,1,1
5,3,11,0,90,86,6.1065e+09,1,1
5,3,12,9,18,50,6.1065e+09,1,1
5,3,13,1,24,50,6.1065e+09,1,1
5,3,14,2,32,14,6.1065e+09,1,1
5,3,15,2,32,14,6.1065e+09,1,1
5,3,16,1,18,50,6.1065e+09,1,1
5,3,17,4,62,14,6.1065e+09,1,1
5,3,18,5,90,86,6.1065e+09,1,1
5,3,19,5,90,86,6.1065e+09,1,1
5,3,20,4,67,14,6.1065e+09,1,1
5,3,21,6,88,68,6.1065e+09,1,1
5,3,22,8,81,86,6.1065e+09,1,1
5,3,23,0,95,86,6.1065e+09,1,1
5,3,24,3,88,86,6.1065e+09,1,1
5,3,25,4,36,14,6.1065e+09,1,1
5,3,26,6,17,68,6.1065e+09,1,1
5,3,27,2,16,14,6.1065e+09,1,1
5,3,28,9,16,50,6.1065e+09,1,1
5,3,29,8,82,86,6.1065e+09,1,1
5,3,30,3,84,86,6.1065e+09,1,1
5,3,31,9,21,50,6.1065e+09,1,1
5,3,32,7,17,50,6.1065e+09,1,1
5,3,33,9,21,50,6.1065e+09,1,1
5,3,34,6,20,68,6.1065e+09,1,1
5,3,35,5,88,86,6.1065e+09,1,1
5,3,36,3,93,86,6.1065e+09,1,1
5,3,37,7,22,50,6.1065e+09,1,1
5,3,38,1,24,50,6.1065e+09,1,1
5,3,39,2,17,14,6.1065e+09,1,1
6,3,0,4,85,14,4.1939e+09,1,1
6,3,1,0,93,86,4.1939e+09,1,1
6,3,2,7,23,50,4.1939e+09,1,1
6,3,3,9,22,50,4.1939e+09,1,1
6,3,4,8,93,86,4.1939e+09,1,1
6,3,5,3,93,86,4.1939e+09,1,1
6,3,6,4,90,14,4.1939e+09,1,1
6,3,7,7,13,50,4.1939e+09,1,1
6,3,8,9,27,50,4.1939e+09,1,1
6,3,9,6,25,68,4.1939e+09,1,1
6,3,10,1,19,50,4.1939e+09,1,1
6,3,11,9,47,50,4.1939e+09,1,1
6,3,12,3,81,86,4.1939e+09,1,1
6,3,13,0,83,86,4.1939e+09,1,1
6,3,14,6,30,68,4.1939e+09,1,1
6,3,15,2,46,14,4.1939e+09,1,1
6,3,16,2,45,14,4.1939e+09,1,1
6,3,17,5,86,86,4.1939e+09,1,1
6,3,18,0,84,86,4.1939e+09,1,1
6,3,19,1,24,50,4.1939e+09,1,1
6,3,20,8,86,86,4.1939e+09,1,1
6,3,21,9,24,50,4.1939e+09,1,1
6,3,22,1,23,50,4.1939e+09,1,1
6,3,23,7,33,50,4.1939e+09,1,1
6,3,24,2,45,14,4.1939e+09,1,1
6,3,25,8,85,86,4.1939e+09,1,1
6,3,26,5,89,86,4.1939e+09,1,1
6,3,27,5,90,86,4.1939e+09,1,1
6,3,28,0,80,86,4.1939e+09,1,1
6,3,29,3,81,86,4.1939e+09,1,1
6,3,30,4,21,14,4.1939e+09,1,1
6,3,31,2,67,14,4.1939e+09,1,1
6,3,32,8,86,86,4.1939e+09,1,1
6,3,33,4,45,14,4.1939e+09,1,1
6,3,34,1,37,50,4.1939e+09,1,1
6,3,35,7,32,50,4.1939e+09,1,1
6,3,36,6,25,68,4.1939e+09,1,1
6,3,37,5,90,86,4.1939e+09,1,1
6,3,38,3,87,86,4.1939e+09,1,1
6,3,39,6,25,68,4.1939e+09,1,1
7,3,0,2,11,14,9.272e+09,1,1
7,3,1,7,34,50,9.272e+09,1,1
7,3,2,8,38,86,9.272e+09,1,1
7,3,3,6,30,68,9.272e+09,1,1
7,3,4,0,74,86,9.272e+09,1,1
7,3,5,7,22,50,9.272e+09,1,1
7,3,6,5,84,86,9.272e+09,1,1
7,3,7,0,90,86,9.272e+09,1,1
7,3,8,5,76,86,9.272e+09,1,1
7,3,9,3,71,86,9.272e+09,1,1
7,3,10,3,77,86,9.272e+09,1,1
