1,0,0,1,3,1,2,-1,0,18,83,46,2832,7.5258e+09,1,1
1,0,1,1,3,2,1,0,0,51,91,11,1519,7.5258e+09,1,1
1,0,2,1,2,1,3,1,0,11,79,43,3649,7.5258e+09,1,1
1,0,3,1,1,2,3,-1,1,83,46,22,1013,7.5258e+09,1,1
1,0,4,1,1,3,2,-1,1,91,46,15,664,7.5258e+09,1,1
1,0,5,1,3,1,2,0,1,76,60,8,507,7.5258e+09,1,1
1,0,6,2,5,NaN,4,1,1,82,12,NaN,1162,7.5258e+09,1,1
1,0,7,2,5,4,NaN,0,1,82,7,NaN,699,7.5258e+09,1,1
1,0,8,2,5,4,NaN,0,1,84,23,NaN,433,7.5258e+09,1,1
1,0,9,2,NaN,5,4,1,1,84,15,NaN,635,7.5258e+09,1,1
1,0,10,2,5,NaN,4,1,1,88,10,NaN,1149,7.5258e+09,1,1
1,0,11,2,5,4,NaN,0,1,84,17,NaN,663,7.5258e+09,1,1
1,1,0,2,5,NaN,4,1,1,89,12,NaN,989,7.5258e+09,1,1
1,1,1,4,9,NaN,10,1,0,55,87,0,772,7.5258e+09,1,1
1,1,2,4,10,9,NaN,-1,0,50,89,0,1305,7.5258e+09,1,1
1,1,3,3,8,6,7,1,0,62,89,55,1836,7.5258e+09,1,1
1,1,4,2,4,5,NaN,-1,1,92,11,NaN,1871,7.5258e+09,1,1
1,1,5,4,9,NaN,10,1,0,54,85,0,1588,7.5258e+09,1,1
1,1,6,4,9,NaN,10,-1,1,88,51,NaN,1543,7.5258e+09,1,1
1,1,7,4,10,NaN,9,1,1,80,49,NaN,1019,7.5258e+09,1,1
1,1,8,2,NaN,5,4,1,1,88,12,NaN,1921,7.5258e+09,1,1
1,1,9,1,3,1,2,0,1,80,57,12,2135,7.5258e+09,1,1
1,1,10,2,NaN,4,5,0,1,84,18,NaN,1191,7.5258e+09,1,1
1,1,11,4,9,10,NaN,-1,1,86,54,NaN,1234,7.5258e+09,1,1
1,1,12,2,4,NaN,5,-1,1,81,17,NaN,614,7.5258e+09,1,1
1,1,13,1,2,3,1,1,1,89,48,18,2673,7.5258e+09,1,1
1,1,14,4,10,NaN,9,1,1,84,53,NaN,2266,7.5258e+09,1,1
1,1,15,4,9,NaN,10,-1,1,87,52,NaN,3408,7.5258e+09,1,1
1,1,16,1,3,2,1,1,1,91,46,17,1007,7.5258e+09,1,1
1,1,17,1,2,3,1,1,1,89,53,16,947,7.5258e+09,1,1
1,1,18,4,9,NaN,10,-1,1,94,52,NaN,1570,7.5258e+09,1,1
1,1,19,2,4,NaN,5,-1,1,78,13,NaN,1171,7.5258e+09,1,1
1,1,20,4,10,9,NaN,0,1,78,53,NaN,1306,7.5258e+09,1,1
1,1,21,3,8,6,7,-1,0,46,90,65,2972,7.5258e+09,1,1
1,1,22,4,9,10,NaN,-1,1,85,48,NaN,868,7.5258e+09,1,1
1,1,23,4,10,NaN,9,1,1,84,47,NaN,1097,7.5258e+09,1,1
1,1,24,3,6,7,8,0,0,66,87,48,1366,7.5258e+09,1,1
1,1,25,4,9,10,NaN,-1,1,80,49,NaN,800,7.5258e+09,1,1
1,1,26,3,8,6,7,0,1,83,73,49,1343,7.5258e+09,1,1
1,1,27,2,NaN,4,5,1,0,25,90,0,956,7.5258e+09,1,1
1,1,28,1,2,1,3,0,1,88,44,18,797,7.5258e+09,1,1
1,1,29,1,1,2,3,-1,1,81,47,6,1952,7.5258e+09,1,1
1,1,30,3,6,8,7,-1,1,85,68,58,1983,7.5258e+09,1,1
1,1,31,2,4,NaN,5,1,0,8,87,0,1090,7.5258e+09,1,1
1,1,32,1,2,3,1,1,1,88,50,13,1370,7.5258e+09,1,1
1,1,33,2,4,NaN,5,-1,1,84,15,NaN,1797,7.5258e+09,1,1
1,1,34,3,6,7,8,-1,1,77,64,46,1227,7.5258e+09,1,1
1,1,35,3,8,6,7,0,1,85,68,51,903,7.5258e+09,1,1
1,1,36,4,NaN,10,9,1,1,91,53,NaN,1056,7.5258e+09,1,1
1,1,37,2,4,5,NaN,-1,1,77,16,NaN,784,7.5258e+09,1,1
1,1,38,2,5,4,NaN,0,1,85,24,NaN,689,7.5258e+09,1,1
1,1,39,1,3,1,2,0,1,93,51,22,1763,7.5258e+09,1,1
1,1,40,4,10,9,NaN,0,1,79,51,NaN,3485,7.5258e+09,1,1
1,1,41,1,3,1,2,0,1,84,48,22,615,7.5258e+09,1,1
1,1,42,1,1,2,3,-1,1,86,38,12,895,7.5258e+09,1,1
1,1,43,4,10,9,NaN,0,1,81,50,NaN,757,7.5258e+09,1,1
1,1,44,3,8,6,7,0,1,87,68,50,1102,7.5258e+09,1,1
1,1,45,1,1,3,2,-1,1,84,51,18,780,7.5258e+09,1,1
1,1,46,1,1,3,2,-1,1,85,55,10,783,7.5258e+09,1,1
1,1,47,3,6,7,8,-1,1,82,67,52,1381,7.5258e+09,1,1
1,1,48,3,6,7,8,-1,1,89,66,45,1157,7.5258e+09,1,1
1,1,49,1,1,2,3,-1,1,82,49,20,1940,7.5258e+09,1,1
1,1,50,4,10,NaN,9,1,1,80,51,NaN,3152,7.5258e+09,1,1
1,1,51,4,NaN,10,9,1,1,82,45,NaN,1158,7.5258e+09,1,1
1,1,52,3,6,8,7,-1,1,90,62,52,950,7.5258e+09,1,1
1,1,53,2,4,NaN,5,-1,1,81,21,NaN,1407,7.5258e+09,1,1
1,1,54,1,1,3,2,-1,1,90,46,17,707,7.5258e+09,1,1
1,1,55,4,9,NaN,10,-1,1,85,52,NaN,1831,7.5258e+09,1,1
1,1,56,3,6,7,8,-1,1,87,68,51,2628,7.5258e+09,1,1
1,1,57,4,10,NaN,9,1,1,86,47,NaN,782,7.5258e+09,1,1
1,1,58,2,5,4,NaN,0,1,90,18,NaN,1765,7.5258e+09,1,1
1,1,59,2,4,NaN,5,-1,1,88,11,NaN,3096,7.5258e+09,1,1
1,1,60,2,5,NaN,4,1,1,93,15,NaN,742,7.5258e+09,1,1
1,1,61,1,3,1,2,0,1,85,50,14,2895,7.5258e+09,1,1
1,1,62,3,7,8,6,1,1,94,67,51,1028,7.5258e+09,1,1
1,1,63,1,1,2,3,-1,1,79,46,11,1318,7.5258e+09,1,1
1,1,64,3,7,6,8,0,1,91,67,49,1135,7.5258e+09,1,1
1,1,65,4,10,NaN,9,1,1,93,57,NaN,1135,7.5258e+09,1,1
1,1,66,3,6,8,7,-1,1,86,69,51,1332,7.5258e+09,1,1
1,1,67,2,5,NaN,4,1,1,94,11,NaN,1731,7.5258e+09,1,1
1,1,68,4,NaN,9,10,0,1,86,55,NaN,1271,7.5258e+09,1,1
1,1,69,3,8,6,7,0,1,83,72,52,548,7.5258e+09,1,1
1,1,70,2,5,NaN,4,1,1,92,10,NaN,1794,7.5258e+09,1,1
1,1,71,4,9,NaN,10,-1,1,84,48,NaN,968,7.5258e+09,1,1
1,1,72,3,7,8,6,1,1,84,71,49,1124,7.5258e+09,1,1
1,1,73,1,2,1,3,0,1,84,48,11,871,7.5258e+09,1,1
1,1,74,3,6,8,7,-1,1,82,58,44,2669,7.5258e+09,1,1
1,1,75,3,8,7,6,1,1,87,64,53,4374,7.5258e+09,1,1
1,1,76,2,5,4,NaN,0,1,82,12,NaN,2944,7.5258e+09,1,1
1,1,77,1,2,3,1,1,1,79,49,15,825,7.5258e+09,1,1
1,1,78,3,7,6,8,0,1,93,64,55,916,7.5258e+09,1,1
1,1,79,3,7,8,6,1,1,88,67,48,917,7.5258e+09,1,1
1,1,80,2,5,NaN,4,1,1,88,15,NaN,4037,7.5258e+09,1,1
1,1,81,1,3,1,2,0,1,85,54,13,1334,7.5258e+09,1,1
1,1,82,4,10,9,NaN,0,1,91,58,NaN,2978,7.5258e+09,1,1
1,1,83,3,8,7,6,1,1,82,64,47,2804,7.5258e+09,1,1
1,1,84,1,1,2,3,-1,1,83,51,10,3656,7.5258e+09,1,1
1,1,85,4,10,9,NaN,0,1,89,49,NaN,1085,7.5258e+09,1,1
1,1,86,2,4,NaN,5,-1,1,85,17,NaN,5165,7.5258e+09,1,1
1,1,87,2,NaN,5,4,1,1,89,17,NaN,4515,7.5258e+09,1,1
1,1,88,2,NaN,4,5,0,1,94,9,NaN,5427,7.5258e+09,1,1
1,1,89,3,8,7,6,1,1,88,66,44,2759,7.5258e+09,1,1
1,1,90,4,10,NaN,9,1,1,91,50,NaN,1085,7.5258e+09,1,1
1,1,91,2,5,4,NaN,0,1,95,15,NaN,1253,7.5258e+09,1,1
1,1,92,1,3,2,1,1,1,86,49,11,1564,7.5258e+09,1,1
1,1,93,2,NaN,5,4,1,1,78,21,NaN,2859,7.5258e+09,1,1
1,1,94,2,NaN,5,4,1,1,85,16,NaN,3335,7.5258e+09,1,1
1,1,95,1,3,1,2,0,1,84,48,17,2242,7.5258e+09,1,1
1,1,96,4,NaN,10,9,1,1,84,56,NaN,691,7.5258e+09,1,1
1,1,97,1,2,3,1,1,1,80,52,12,1118,7.5258e+09,1,1
1,1,98,2,5,4,NaN,0,1,85,21,NaN,1589,7.5258e+09,1,1
1,1,99,3,6,8,7,-1,1,83,71,46,4643,7.5258e+09,1,1
1,1,100,3,6,7,8,-1,1,90,65,54,1383,7.5258e+09,1,1
1,1,101,4,9,10,NaN,-1,1,82,54,NaN,759,7.5258e+09,1,1
1,1,102,3,7,6,8,0,1,83,74,53,3892,7.5258e+09,1,1
1,1,103,1,3,2,1,1,1,88,45,11,1032,7.5258e+09,1,1
1,1,104,3,6,7,8,-1,1,86,67,53,2951,7.5258e+09,1,1
1,1,105,1,1,3,2,-1,1,88,50,14,2081,7.5258e+09,1,1
1,1,106,2,5,NaN,4,1,1,85,11,NaN,1569,7.5258e+09,1,1
1,1,107,3,8,6,7,0,1,86,68,54,1297,7.5258e+09,1,1
1,1,108,2,NaN,4,5,0,1,93,3,NaN,1156,7.5258e+09,1,1
1,1,109,1,3,2,1,1,1,89,59,9,772,7.5258e+09,1,1
1,1,110,1,3,2,1,1,1,79,50,12,672,7.5258e+09,1,1
1,1,111,4,9,NaN,10,-1,1,82,54,NaN,681,7.5258e+09,1,1
1,1,112,3,8,6,7,0,1,81,67,47,763,7.5258e+09,1,1
1,1,113,1,2,3,1,1,1,90,49,14,829,7.5258e+09,1,1
1,1,114,3,7,6,8,0,1,86,66,45,1082,7.5258e+09,1,1
1,1,115,2,4,5,NaN,-1,1,86,15,NaN,1167,7.5258e+09,1,1
1,1,116,2,4,NaN,5,-1,1,87,19,NaN,1939,7.5258e+09,1,1
1,1,117,3,6,8,7,-1,1,83,74,58,1654,7.5258e+09,1,1
1,1,118,1,3,2,1,1,1,86,38,16,790,7.5258e+09,1,1
1,1,119,2,4,NaN,5,-1,1,88,18,NaN,859,7.5258e+09,1,1
1,1,120,2,5,NaN,4,1,1,83,16,NaN,891,7.5258e+09,1,1
1,1,121,1,3,2,1,1,1,79,52,14,942,7.5258e+09,1,1
1,1,122,2,5,4,NaN,0,1,84,13,NaN,2812,7.5258e+09,1,1
1,1,123,3,7,6,8,0,1,89,68,51,1291,7.5258e+09,1,1
1,1,124,1,1,3,2,-1,1,86,51,16,1150,7.5258e+09,1,1
1,1,125,3,7,6,8,0,1,90,63,40,1354,7.5258e+09,1,1
1,1,126,3,8,6,7,0,1,85,75,46,1501,7.5258e+09,1,1
1,1,127,4,NaN,10,9,1,1,91,53,NaN,657,7.5258e+09,1,1
1,1,128,4,NaN,10,9,1,1,88,51,NaN,1571,7.5258e+09,1,1
1,1,129,3,8,7,6,1,1,88,69,52,1092,7.5258e+09,1,1
1,1,130,4,NaN,9,10,0,1,86,55,NaN,765,7.5258e+09,1,1
1,1,131,4,NaN,9,10,0,1,87,52,NaN,766,7.5258e+09,1,1
1,1,132,1,3,2,1,1,1,85,49,17,655,7.5258e+09,1,1
1,1,133,3,7,8,6,1,1,89,75,44,1014,7.5258e+09,1,1
1,1,134,2,5,NaN,4,1,1,79,15,NaN,1029,7.5258e+09,1,1
1,1,135,2,NaN,4,5,0,1,83,11,NaN,900,7.5258e+09,1,1
1,1,136,3,7,6,8,0,1,83,71,51,774,7.5258e+09,1,1
1,1,137,2,5,4,NaN,0,1,88,15,NaN,782,7.5258e+09,1,1
1,1,138,2,4,NaN,5,-1,1,78,9,NaN,616,7.5258e+09,1,1
1,1,139,1,1,3,2,-1,1,84,44,27,946,7.5258e+09,1,1
1,1,140,3,6,8,7,-1,1,85,72,43,886,7.5258e+09,1,1
1,1,141,1,2,3,1,1,1,90,59,19,1083,7.5258e+09,1,1
1,1,142,2,5,NaN,4,1,1,85,9,NaN,841,7.5258e+09,1,1
1,1,143,1,2,1,3,0,1,85,54,11,2465,7.5258e+09,1,1
1,1,144,3,8,7,6,1,1,92,72,52,699,7.5258e+09,1,1
1,1,145,4,9,NaN,10,-1,1,87,43,NaN,4009,7.5258e+09,1,1
1,1,146,4,NaN,9,10,0,1,80,53,NaN,1895,7.5258e+09,1,1
1,1,147,4,10,9,NaN,0,1,88,52,NaN,540,7.5258e+09,1,1
1,1,148,4,NaN,10,9,1,1,84,49,NaN,587,7.5258e+09,1,1
1,1,149,4,9,NaN,10,-1,1,85,47,NaN,1898,7.5258e+09,1,1
1,1,150,2,5,NaN,4,-1,0,13,95,0,983,7.5258e+09,1,1
1,1,151,4,NaN,10,9,1,1,80,52,NaN,771,7.5258e+09,1,1
