1,0,0,1,3,1,2,0,1,86,51,14,3567,4.0116e+09,1,2
1,0,1,1,1,2,3,1,0,15,88,56,2952,4.0116e+09,1,2
1,0,2,1,2,1,3,0,1,88,50,21,2143,4.0116e+09,1,2
1,0,3,1,2,3,1,1,1,83,51,18,1166,4.0116e+09,1,2
1,0,4,1,1,3,2,-1,1,88,53,9,752,4.0116e+09,1,2
1,0,5,1,2,3,1,1,1,87,52,10,1114,4.0116e+09,1,2
1,0,6,2,5,4,NaN,0,1,83,14,NaN,1140,4.0116e+09,1,2
1,0,7,2,5,NaN,4,1,1,83,12,NaN,808,4.0116e+09,1,2
1,0,8,2,4,5,NaN,-1,1,82,12,NaN,680,4.0116e+09,1,2
1,0,9,2,NaN,4,5,0,1,92,16,NaN,1196,4.0116e+09,1,2
1,0,10,2,NaN,4,5,0,1,87,21,NaN,726,4.0116e+09,1,2
1,0,11,2,5,NaN,4,1,1,87,15,NaN,942,4.0116e+09,1,2
1,1,0,1,3,2,1,-1,0,13,86,48,1512,4.0116e+09,1,2
1,1,1,2,5,NaN,4,-1,0,15,84,0,1170,4.0116e+09,1,2
1,1,2,3,8,7,6,0,0,27,48,19,673,4.0116e+09,1,2
1,1,3,4,9,NaN,10,1,0,17,49,0,946,4.0116e+09,1,2
1,1,4,4,NaN,10,9,1,1,49,18,NaN,756,4.0116e+09,1,2
1,1,5,4,9,NaN,10,-1,1,49,12,NaN,948,4.0116e+09,1,2
1,1,6,3,7,6,8,-1,0,27,55,11,652,4.0116e+09,1,2
1,1,7,2,NaN,4,5,0,1,79,19,NaN,444,4.0116e+09,1,2
1,1,8,2,5,4,NaN,-1,0,7,85,0,664,4.0116e+09,1,2
1,1,9,1,1,3,2,1,0,45,90,14,622,4.0116e+09,1,2
1,1,10,2,4,5,NaN,0,0,10,88,0,1618,4.0116e+09,1,2
1,1,11,4,9,10,NaN,0,0,18,44,0,1053,4.0116e+09,1,2
1,1,12,3,8,6,7,1,0,30,56,10,575,4.0116e+09,1,2
1,1,13,4,NaN,10,9,0,0,16,47,0,422,4.0116e+09,1,2
1,1,14,2,5,NaN,4,-1,0,10,88,0,438,4.0116e+09,1,2
1,1,15,1,1,3,2,1,0,52,85,13,406,4.0116e+09,1,2
1,1,16,2,4,5,NaN,-1,1,91,5,NaN,1052,4.0116e+09,1,2
1,1,17,3,6,8,7,-1,1,48,28,12,2049,4.0116e+09,1,2
1,1,18,3,7,8,6,1,1,46,31,12,1132,4.0116e+09,1,2
1,1,19,1,3,2,1,-1,0,15,91,47,3403,4.0116e+09,1,2
1,1,20,1,3,1,2,1,0,53,82,16,1856,4.0116e+09,1,2
1,1,21,3,6,7,8,-1,1,45,30,20,1439,4.0116e+09,1,2
1,1,22,3,8,7,6,1,1,48,32,15,976,4.0116e+09,1,2
1,1,23,4,9,10,NaN,0,0,14,52,0,2021,4.0116e+09,1,2
1,1,24,4,NaN,10,9,1,1,45,23,NaN,1082,4.0116e+09,1,2
1,1,25,4,10,9,NaN,0,1,54,20,NaN,972,4.0116e+09,1,2
1,1,26,4,9,NaN,10,-1,1,54,14,NaN,764,4.0116e+09,1,2
1,1,27,2,4,5,NaN,-1,1,91,9,NaN,4181,4.0116e+09,1,2
1,1,28,4,10,NaN,9,1,1,50,8,NaN,2561,4.0116e+09,1,2
1,1,29,1,1,2,3,0,0,54,93,11,4611,4.0116e+09,1,2
1,1,30,3,8,7,6,1,1,48,31,16,902,4.0116e+09,1,2
1,1,31,2,4,NaN,5,-1,1,81,11,NaN,1852,4.0116e+09,1,2
1,1,32,2,4,NaN,5,-1,1,75,16,NaN,616,4.0116e+09,1,2
1,1,33,2,NaN,4,5,0,1,85,17,NaN,1416,4.0116e+09,1,2
1,1,34,2,5,NaN,4,1,1,81,14,NaN,815,4.0116e+09,1,2
1,1,35,3,7,6,8,0,1,51,35,12,1302,4.0116e+09,1,2
1,1,36,1,3,1,2,0,1,85,57,7,3521,4.0116e+09,1,2
1,1,37,1,3,2,1,1,1,88,51,18,714,4.0116e+09,1,2
1,1,38,2,5,4,NaN,0,1,82,17,NaN,810,4.0116e+09,1,2
1,1,39,4,9,10,NaN,-1,1,49,12,NaN,825,4.0116e+09,1,2
1,1,40,1,1,3,2,-1,1,82,47,13,1381,4.0116e+09,1,2
1,1,41,3,8,6,7,0,1,57,37,4,1081,4.0116e+09,1,2
1,1,42,1,1,2,3,-1,1,87,46,21,1926,4.0116e+09,1,2
